,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Region,Households,Workers_1,Residents,Drivers,Vehicles,White,Male,Lowwage,Medwage,Highwage,W_P_Lowwage,W_P_Medwage,W_P_Highwage,GasPrice,logd1a,logd1c,logd3aao,logd3apo,d4bo25,d5dei_1,logd4d,UPTpercap,B_C_constant,B_C_male,B_C_ld1c,B_C_drvmveh,B_C_ld1a,B_C_ld3apo,B_C_inc1,B_C_gasp,B_N_constant,B_N_inc2,B_N_inc3,B_N_white,B_N_male,B_N_drvmveh,B_N_gasp,B_N_ld1a,B_N_ld1c,B_N_ld3aao,B_N_ld3apo,B_N_d4bo25,B_N_d5dei,B_N_UPTpc,C_R_Households,C_R_Pop,C_R_Workers,C_R_Drivers,C_R_Vehicles,C_R_White,C_R_Male,C_R_Lowwage,C_R_Medwage,C_R_Highwage,C_R_DrmV,NonCom_VMT_Per_Worker,Com_VMT_Per_Worker,VMT_per_worker,VMT_tot_min,VMT_tot_max,VMT_tot_avg,GHG_per_worker,Annual_GHG,SLC_score,Shape__Area,Shape__Length,FIPS,StCtyTract
75,76,481130094012,481130094012,48,113,9401,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,132.7935168,0.0,132.7935168,132.7935168,1166,453.0,436.0,0.601,0,0.0,93,0.213302752294,343,0.786697247706,606,98,184,324,0.161716171617162,5,0,4,0,1,0,0,4,0,1,0,0,0,0,0,1,4,0.0,3.41131111605593,8.78054914198944,0.0376524405745688,0.0,0.030121952459655,0.0,0.0075304881149137,0.0,0.0,0.030121952459655,0.0,0.0075304881149137,0.0,0.0,0.0,0.0,3.4489635566305,0,0.0114678899082569,0.721928094887362,0.310917507082571,0.721928094887362,0.240642698295787,0.0616560024959899,0.0312984634821743,0.0348440395763142,9.892588454189719e-49,0.0085397096498718,0.016366612111293,121.2,6.2777392817353305e-53,20.2279637819758,0.0,2.35923356367275,17.868730218303,89.9802963874815,0.0,9.63902478708961,14.4585371806344,38.5560991483584,43.3756115419032,510.97,0.0,0.0,1.0,4.81951239354,0.000857632933105,416670,271997,263974,100067,0.0003824053119747,0.755206350932521,0.0003203531072653,0.753575366679411,0.0010239669771018,0.360183274934233,0.0008894982099234,0.25754885004221,1,3,13,15,10.0,"Dallas-Fort Worth-Arlington, TX Metro Area",467.0,606.0,1212.0,892.32,1094.0,824.0,551.0,98.0,184.0,324.0,0.0,0.2,0.8,213.0,1.48417195050042,0.0369608930037455,0.0,2.93750606608839,0.0,0.0,2.0,11.0,3.474364,-0.192143,-0.02055,0.258106,-0.061589,-0.296969,-0.043945,0.002671,2.209113,0.308996,0.215204,0.038162,0.030641,0.131337,0.000351,-0.094352,-0.094352,-0.034058,-0.334846,-0.612188,-0.379341,0.023785,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.95788475502234,24.4020537510825,30.3599385061048,11.4429945577514,82.6363030031542,25.6593272665218,27.0507052089394,7033.18335432424,73.4287612678366,537408.150619507,3285.57992092585,48113,48113009401
76,77,483550036012,483550036012,48,355,3601,2,204.0,"Corpus Christi-Kingsville-Alice, TX",18580.0,"Corpus Christi, TX",427532,175189,172043,131.0252692,0.0,131.0252692,131.0252692,977,473.0,454.0,0.663,70,0.154185022026,173,0.381057268722,211,0.464757709251,576,124,199,253,0.215277777777778,85,5,28,28,24,0,5,28,28,24,0,0,0,0,9,36,40,0.105882352941176,3.60999067498958,7.45657693332944,0.648729825315253,0.0381605779597208,0.213699236574436,0.213699236574436,0.18317077420666,0.0,0.0381605779597208,0.213699236574436,0.213699236574436,0.18317077420666,0.0,0.0,0.0,0.0,4.25872050030484,0,0.187224669603524,0.905515373204319,0.77996848842836,0.905515373204319,0.603676915469546,0.393800272561797,0.327877899302021,0.335223594137223,0.0178787062503924,0.160075329566855,0.257186081694402,6.77647058823529,0.0030996360170627,13.6843128418836,0.114877516863132,1.04868874086515,12.5207465841553,65.1550655238036,0.0,0.0,0.0,83.0374176403524,9.76910795768852,556.56,0.0,0.0,2.0,9.76910795769,0.00204708290686,26919,25196,7818,5957,0.002674907914961,0.469979223772195,0.0026704287534674,0.499494478916797,0.0010555547454598,0.0918565167839645,0.000926941251033,0.0770564114504508,7,12,11,15,11.8333333333333,"Corpus Christi, TX Metro Area",501.0,576.0,1152.0,855.36,862.0,507.0,493.0,124.0,199.0,253.0,0.105882352941176,0.423529411764706,0.470588235294118,213.0,1.52822583422768,0.500005188622894,0.108744548531124,2.60422528981176,0.0,0.0,0.0,12.0,4.057196,0.063832,-0.016885,-0.306115,-0.111388,-0.103938,-0.468069,-0.004892,2.785579,-0.065429,0.010935,-0.060964,0.04376,-0.001382,-0.002641,-0.150542,-0.150542,0.070552,-0.181044,-1.072109,-0.33255,0.006611,129451.0,361540.0,144260.0,248258.56,209014.0,0.294747469159706,0.493765558444432,0.263891584638847,0.351899348398724,0.384202135033966,0.303161505125491,5.15768372510006,12.9888964906404,18.1465802157405,12.0279832935641,31.6933882350748,18.6030190478862,16.1686029722248,4203.83677277844,68.8864941231851,530253.629562378,3208.93228476504,48355,48355003601
77,78,481130095001,481130095001,48,113,9500,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,338.8613263,0.0,338.8613263,327.59937,993,476.0,433.0,0.66,0,0.0,128,0.295612009238,305,0.704387990762,475,61,83,331,0.128421052631579,570,152,20,0,354,44,152,20,0,17,44,325,12,0,139,151,280,0.243859649122807,1.45299424721116,3.03114136025353,1.73993008594614,0.463981356252303,0.0610501784542504,0.0,1.08058815864023,0.134310392599351,0.463981356252303,0.0610501784542504,0.0,0.0518926516861128,0.134310392599351,0.992065399881569,0.0366301070725502,0.0,3.19292433315729,0,1.31639722863741,0.69506615988518,0.59869740274528,0.655277888568629,0.564622923167214,0.765099119522884,0.670568703431487,0.746532571936379,0.492996791945954,0.72936660268714,0.909090909090909,0.833333333333333,0.846481724890614,22.6558981447408,0.0,5.26627674555666,17.3896213991841,132.256579673312,0.0,22.6641384068737,18.8867820057281,124.652761237806,15.1094256045825,932.08,0.0,0.0,2.0,3.77735640115,0.00201409869084,414393,269764,113468,42945,0.0003803155601439,0.751079332282095,0.0003177231205797,0.74738877714425,0.0004401474575442,0.154823110761808,0.0003817392409601,0.110530298350732,18,10,17,13,14.6666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",408.0,475.0,911.0,614.24,,738.0,472.0,61.0,83.0,331.0,0.243859649122807,0.264912280701754,0.491228070175439,213.0,0.897309420068204,1.00793240399639,0.0,2.91178645108425,0.0,0.0,2.0,11.0,3.474364,-0.192143,-0.02055,0.258106,-0.061589,-0.296969,-0.043945,0.002671,2.173854,0.30609,0.214481,0.038885,0.029445,0.136209,0.000543,-0.093472,-0.093472,-0.032363,-0.335106,-0.619335,-0.375144,0.023163,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.85332139104203,24.7241284412591,30.5774498323012,11.4429945577514,82.6363030031542,25.6593272665218,27.2445078005803,7083.57202815089,73.1232391184296,1371351.53875732,4963.40166455449,48113,48113009500
78,79,484219502002,484219502002,48,421,950200,2,,,,,0,0,0,684.9668833,0.0,684.9668833,675.87621,1718,702.0,585.0,0.59,20,0.034188034188,201,0.34358974359,364,0.622222222222,454,89,184,181,0.196035242290749,611,115,51,197,248,0,115,17,197,20,0,177,51,34,104,256,251,0.170212765957447,1.03865173771984,2.54188559174172,0.904011697645047,0.170149501193421,0.0754576048770824,0.29147349334873,0.366931098225813,0.0,0.170149501193421,0.0251525349590275,0.29147349334873,0.0295912175988559,0.0,0.261882275749874,0.0754576048770824,0.050305069918055,1.94266343536489,0,1.04444444444444,0.903529062562392,0.778257573567301,0.831395649280509,0.778007556061638,0.828117836468777,0.635239084834988,0.654373900822003,0.668827267484214,0.0,0.0,0.7430441898527,0.773402389548004,21.6852551505917,0.72610014525006,2.93638267896411,18.0227723263775,134.252329918444,2.80305522326849,18.6870348217899,18.6870348217899,32.7023109381323,81.2886014747861,,0.0,0.0,-99999.0,-99999.0,-99999.0,1159,1045,-99999,-99999,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,19,18,17,1,12.1666666666667,Sherman County,554.0,454.0,1594.0,1100.88,1046.0,627.0,870.0,89.0,184.0,181.0,0.170212765957447,0.4189852700491,0.410801963993453,213.0,0.712288676474497,0.643963080071439,0.545864612559776,2.94563680498013,0.0,0.0,0.0,0.0,5.657419,0.024615,0.072947,0.05603,-0.062093,-0.217502,-0.257048,-0.01032,2.966182,0.117467,0.12432,-0.022636,0.029031,-0.080683,-0.003953,-0.164513,-0.164513,0.093928,-0.163562,-0.754697,-0.309833,-0.00056,1019.0,3059.0,870.0,2188.56,2156.0,0.534488394900294,0.521739130434783,0.206896551724138,0.382758620689655,0.410344827586207,0.0319528949950936,5.59393560983073,18.1976079743846,23.7915435842154,17.8603677132137,47.0329014465165,30.107624936243,21.1982653335359,5511.54898671933,79.6686296595802,2772020.39465332,8560.07273138049,48421,48421950200
79,80,481130124001,481130124001,48,113,12400,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,86.4111171,0.0,86.4111171,86.4111171,1682,555.0,555.0,0.793,62,0.111711711712,268,0.482882882883,225,0.405405405405,413,72,138,203,0.174334140435835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.42278469051293,19.465088017014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42278469051293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441171442,0.0,1.0,0.0,0.0,22.8827172017563,0.0,3.0821418819992,19.8005753197571,108.652686310428,0.0,0.0,22.2193632536663,74.0645441788878,37.0322720894439,952.2,0.0,0.0,3.0,22.2193632537,0.00178359096314,307207,245506,85018,38291,0.0002819439572703,0.556806771428054,0.000289152490477,0.6801813033673,0.0003297886324382,0.116004082479178,0.0003403697118548,0.0985520003294418,1,1,15,13,9.66666666666667,"Dallas-Fort Worth-Arlington, TX Metro Area",613.0,413.0,1856.0,1400.08,920.0,423.0,1163.0,72.0,138.0,203.0,0.213767677002005,0.339558250012244,0.446673213784002,213.0,2.00455428199103,0.0,0.0,3.03498064592846,0.0,0.0,0.0,11.0,1.038991,0.244866,-0.086501,-0.019903,-0.00909,-0.234735,-0.379161,0.01184,2.294992,0.352132,0.237974,0.017952,0.029105,0.04594,-0.000742,-0.096894,-0.096894,-0.035932,-0.295546,-0.652046,-0.322808,0.025587,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.53568999455286,19.5155980551513,25.0512880497042,11.4429945577514,82.6363030031542,25.6593272665218,22.3206976522864,5803.38138959447,80.8854318065738,349704.710887909,2984.5132738467,48113,48113012400
80,81,481130124004,481130124004,48,113,12400,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,182.6214789,0.0,182.6214789,182.6214789,1183,598.0,464.0,0.633,15,0.0323275862069,79,0.17025862069,370,0.797413793103,581,118,147,316,0.203098106712565,60,11,0,2,47,0,11,0,2,19,0,28,0,0,18,16,26,0.3,3.27453267601372,6.47787985907062,0.328548429031477,0.0602338786557708,0.0,0.0109516143010492,0.257362936074657,0.0,0.0602338786557708,0.0,0.0109516143010492,0.104040335859968,0.0,0.153322600214689,0.0,0.0,3.6030811050452,0,0.129310344827586,0.560412963276241,0.382541360202609,0.825359394653832,0.550239596435888,0.307529625221919,0.373295843596546,0.412745114684579,0.13573321086342,0.0965406275140789,0.187207488299532,9.68333333333333,0.0001693855071647,21.6164322371899,0.624318796258664,3.22154627227373,17.7705671686575,107.504550495676,0.0,3.50451657633575,14.018066305343,94.6219475610653,28.036132610686,449.28,0.0,0.0,7.33,25.6881065045,0.00619611158073,306130,240023,225408,94916,0.0002809555239274,0.554854729668497,0.0002826947130488,0.664990497088175,0.0008743677346048,0.307561319055572,0.0008437108346716,0.24429139127391,5,10,15,16,12.8333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",403.0,581.0,1013.0,725.12,723.0,763.0,418.0,118.0,147.0,316.0,0.3,0.266666666666667,0.433333333333333,213.0,1.452674780861,0.284086939472368,0.485088525589492,2.93229006690575,0.0,0.0,3.0,11.0,1.038991,0.244866,-0.086501,-0.019903,-0.00909,-0.234735,-0.379161,0.01184,2.294992,0.352132,0.237974,0.017952,0.029105,0.04594,-0.000742,-0.096894,-0.096894,-0.035932,-0.295546,-0.652046,-0.322808,0.025587,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.33450157576284,18.973930643973,24.3084322197359,11.4429945577514,82.6363030031542,25.6593272665218,21.6588131077847,5631.29140802401,81.9288667110466,739057.575332642,3890.73542989339,48113,48113012400
81,82,481130124005,481130124005,48,113,12400,5,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,115.6282211,0.0,115.6282211,115.33736,503,262.0,224.0,0.744,0,0.0,86,0.383928571429,138,0.616071428571,310,61,69,180,0.196774193548387,71,3,2,10,56,0,3,2,10,56,0,0,0,0,49,13,9,0.690140845070423,2.2715969916426,4.36111941525279,0.615585444300095,0.0260106525760604,0.0173404350507069,0.0867021752535345,0.485532181419793,0.0,0.0260106525760604,0.0173404350507069,0.0867021752535345,0.485532181419793,0.0,0.0,0.0,0.0,2.8871824359427,0,0.316964285714286,0.503140854919504,0.433381943245672,0.503140854919504,0.335427236613002,0.447195472693609,0.437069307725918,0.470340564288465,0.706154501073855,0.247386759581882,0.372703412073491,4.36619718309859,0.0345206638145328,18.7279812012122,0.0,1.50257540662319,17.225405794589,90.4415885716675,0.0,0.0,0.0,110.69961881477,16.6049428222156,561.93,0.0,0.0,4.33,23.9664674734,0.0086083499006,308173,241207,103225,55805,0.0002828305186531,0.558557627825204,0.0002840892066609,0.668270802511207,0.0004004144014612,0.140846896115095,0.0004960521211266,0.143628904400107,9,4,13,15,11.5,"Dallas-Fort Worth-Arlington, TX Metro Area",210.0,310.0,480.0,372.24,406.0,411.0,258.0,61.0,69.0,180.0,0.690140845070423,0.183098591549296,0.126760563380282,213.0,1.18527824234121,0.479697395196428,0.0,2.90281654346791,0.0,0.0,3.0,11.0,1.038991,0.244866,-0.086501,-0.019903,-0.00909,-0.234735,-0.379161,0.01184,2.294992,0.352132,0.237974,0.017952,0.029105,0.04594,-0.000742,-0.096894,-0.096894,-0.035932,-0.295546,-0.652046,-0.322808,0.025587,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.14180092639314,16.2414785566145,21.3832794830076,11.4429945577514,82.6363030031542,25.6593272665218,19.0525020193598,4953.65052503354,86.0376134466636,467941.670196533,3178.71153113137,48113,48113012400
82,83,481130124006,481130124006,48,113,12400,6,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,107.9043693,0.0,107.9043693,107.9043693,1027,394.0,394.0,0.58,29,0.0736040609137,131,0.332487309645,234,0.593908629442,454,98,136,220,0.215859030837004,58,19,5,3,19,12,19,5,3,13,12,0,6,0,27,22,9,0.46551724137931,3.65138133475008,9.51768688017344,0.537512988364226,0.176081841015867,0.0463373265831229,0.0278023959498737,0.176081841015867,0.111209583799495,0.176081841015867,0.0463373265831229,0.0278023959498737,0.12047704911612,0.111209583799495,0.0,0.0556047918997475,0.0,4.18889432311431,0,0.147208121827411,0.883314459006635,0.883314459006635,0.907454674264764,0.781912101359516,0.315667740294624,0.490594897987152,0.541721813363397,0.164146686892489,0.106912442396313,0.2265625,7.82758620689655,0.0010834702367627,18.5062613570692,0.0,3.71939784199942,14.7868635150698,55.3734759654445,0.0,5.93117780263973,17.7935334079192,41.5182446184781,5.93117780263973,343.33,0.0,0.0,6.0,35.5870668158,0.00584225900682,299801,241722,222971,91680,0.0002751469866689,0.543383539049898,0.0002846957642708,0.669697624549097,0.0008649145023804,0.304236117933436,0.0008149459450745,0.235962690715918,5,18,10,17,12.8333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",398.0,454.0,1048.0,648.56,812.0,404.0,609.0,98.0,136.0,220.0,0.46551724137931,0.379310344827586,0.155172413793103,213.0,1.53716423672189,0.430166168379424,0.0,2.75917817111219,0.0,0.0,4.0,11.0,1.038991,0.244866,-0.086501,-0.019903,-0.00909,-0.234735,-0.379161,0.01184,2.294992,0.352132,0.237974,0.017952,0.029105,0.04594,-0.000742,-0.096894,-0.096894,-0.035932,-0.295546,-0.652046,-0.322808,0.025587,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.45540254503085,18.3116907598379,23.7670933048687,11.4429945577514,82.6363030031542,25.6593272665218,21.176480134638,5505.88483500589,82.6892456380665,436683.285644531,2750.93099990485,48113,48113012400
83,84,481130125001,481130125001,48,113,12500,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,149.8468762,0.0,149.8468762,149.8468762,1666,648.0,542.0,0.611,13,0.0239852398524,262,0.483394833948,267,0.492619926199,742,182,319,241,0.245283018867925,101,29,7,0,1,64,29,7,0,1,64,0,0,0,49,42,10,0.485148514851485,4.32441447184469,11.1180162192797,0.674021391444929,0.193530894573296,0.0467143538625198,0.0,0.0066734791232171,0.427102663885896,0.193530894573296,0.0467143538625198,0.0,0.0066734791232171,0.427102663885896,0.0,0.0,0.0,4.99843586328962,0,0.186346863468635,0.633398150716973,0.545579470881676,0.633398150716973,0.422265433811315,0.355847520538956,0.481946718174368,0.536542968996119,0.480882423225633,0.11431805319751,0.239620403321471,7.34653465346535,0.0017528107205391,29.618024221493,0.0,11.0718316399458,18.5461925815472,150.95943655047,0.0,25.6261598331537,29.8971864720127,123.85977252691,21.3551331942948,454.64,0.0,0.0,3.0,12.8130799166,0.00180072028812,311111,252572,56594,31346,0.0002855269134177,0.563882696246352,0.0002974746964422,0.699757855832793,0.0002195306624974,0.0772205302856644,0.000278635423149,0.0806772088043322,6,6,18,16,13.3333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",606.0,742.0,1961.0,1261.92,1208.0,460.0,1023.0,182.0,319.0,241.0,0.485148514851485,0.415841584158416,0.099009900990099,213.0,1.6723027472106,0.515228750626575,0.0,2.97278051460254,0.0,0.0,3.0,11.0,1.234606,0.255937,-0.085277,-0.023293,0.00602,-0.296146,-0.383711,0.011562,2.282746,0.353611,0.239255,0.016535,0.028187,0.038258,-0.000728,-0.095076,-0.095076,-0.033998,-0.293054,-0.662221,-0.319175,0.025229,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.24392337628474,16.827698910155,22.0716222864397,11.4429945577514,82.6363030031542,25.6593272665218,19.6658154572178,5113.11201887663,85.0707489779896,606420.991760254,3579.26319933995,48113,48113012500
84,85,481130125004,481130125004,48,113,12500,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,112.4710244,0.0,112.4710244,112.4710244,1466,428.0,428.0,0.585,0,0.0,107,0.25,321,0.75,640,131,286,223,0.2046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.80542457298006,13.0344682803476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80542457298006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441171442,0.0,1.0,0.0,0.0,18.2253557316413,0.0,1.51621991345839,16.7091358181829,49.3239928203232,0.0,5.69035450165243,11.3807090033049,17.0710635049573,22.7614180066097,626.3,0.0,0.0,1.67,9.50289201776,0.00113915416098,288293,233976,58323,22997,0.0002645853423696,0.522525510666449,0.000275572666704,0.648237112887943,0.0002262375309898,0.0795796902118741,0.0002044209413054,0.0591888525130232,1,1,9,14,8.0,"Dallas-Fort Worth-Arlington, TX Metro Area",392.0,640.0,1181.0,823.68,,172.0,458.0,131.0,286.0,223.0,0.213767677002005,0.339558250012244,0.446673213784002,213.0,1.56974539918051,0.0,0.0,2.8740806543412,0.0,0.0,2.0,11.0,1.234606,0.255937,-0.085277,-0.023293,0.00602,-0.296146,-0.383711,0.011562,2.282746,0.353611,0.239255,0.016535,0.028187,0.038258,-0.000728,-0.095076,-0.095076,-0.033998,-0.293054,-0.662221,-0.319175,0.025229,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.09698922717444,20.0796611924456,26.17665041962,11.4429945577514,82.6363030031542,25.6593272665218,23.3233955238815,6064.08283620918,79.3047181208502,455165.147975922,3398.8953016772,48113,48113012500
85,86,481130137143,481130137143,48,113,13714,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,91.2597133,0.0,91.2597133,91.2597133,2077,456.0,456.0,0.506,0,0.0,176,0.385964912281,280,0.614035087719,794,157,395,242,0.197732997481108,63,0,0,0,45,18,0,0,0,36,18,0,9,0,27,29,7,0.428571428571429,4.99672838661,22.7592211819933,0.690337474465855,0.0,0.0,0.0,0.493098196047039,0.197239278418816,0.0,0.0,0.0,0.394478556837631,0.197239278418816,0.0,0.0986196392094079,0.0,5.68706586107585,0,0.138157894736842,0.863120568566631,0.371725795672627,0.869915529773626,0.459594497828725,0.402600897949967,0.451593439543682,0.502751187412948,0.269123083280028,0.0588785046728972,0.147024504084014,12.6031746031746,9.13703518458236e-06,19.7540126110307,0.0,2.08628068517984,17.6677319258509,72.4928860805439,0.0,14.0259042431158,0.0,63.116569094021,21.0388563646737,645.08,0.0,0.0,1.67,11.711630043,0.000804044294656,399952,268724,196708,74343,0.0003670621099069,0.72490529788121,0.000316498227542,0.744507427786182,0.0007630391482939,0.268401174531443,0.0006608368934847,0.191341342887146,7,7,12,14,11.0,"Dallas-Fort Worth-Arlington, TX Metro Area",479.0,794.0,1959.0,1204.72,1120.0,62.0,1063.0,157.0,395.0,242.0,0.428571428571429,0.46031746031746,0.111111111111111,213.0,1.79121405161657,0.524928198032831,0.0,2.92679646789505,0.0,0.0,3.0,11.0,1.388373,-0.10806,-0.061328,0.300185,0.044899,-0.361568,-0.278127,0.012679,2.062804,0.289617,0.201608,0.040412,0.027373,0.138111,0.00119,-0.086486,-0.086486,-0.033329,-0.334232,-0.653063,-0.36026,0.020405,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,5.36823401387425,22.9589979443968,28.327231958271,11.4429945577514,82.6363030031542,25.6593272665218,25.2395636748195,6562.28655545306,76.2839545327944,369323.14995575,3102.56013795557,48113,48113013714
86,87,481130137171,481130137171,48,113,13717,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,173.6685517,0.0,173.6685517,104.09327,2084,587.0,564.0,0.529,24,0.0425531914894,227,0.402482269504,313,0.554964539007,836,192,350,294,0.229665071770335,10,0,8,1,1,0,0,8,1,1,0,0,0,0,0,3,7,0.0,5.63917340669575,20.0205066091208,0.0960676900629599,0.0,0.0768541520503679,0.0096067690062959,0.0096067690062959,0.0,0.0,0.0768541520503679,0.0096067690062959,0.0096067690062959,0.0,0.0,0.0,0.0,5.7352410967587,0,0.0177304964539007,0.581671865717887,0.39705281869725,0.581671865717887,0.307309364962454,0.0713846804520255,0.0330646434001865,0.0350255015703222,1.46139887061192e-47,0.0095510983763131,0.0236406619385342,83.6,1.34052770720386e-36,15.1630784710985,0.0,1.03295502012996,14.1301234509685,95.8552359482825,0.0,0.0,0.0,121.610964064946,14.7407229169632,898.55,0.0473803541405832,0.186851078059366,11.0,40.5369880216,0.0052783109405,430544,297142,41095,10224,0.0003951383892261,0.78035270875247,0.0003499684297952,0.823240298995407,0.0001594093468447,0.0560726877776686,9.08814064402543e-05,0.0263141639384767,1,4,14,13,9.83333333333333,"Dallas-Fort Worth-Arlington, TX Metro Area",618.0,836.0,2266.0,1301.52,1053.0,290.0,1073.0,192.0,350.0,294.0,0.0,0.3,0.7,213.0,1.89298746879579,0.0917289476250417,0.0,2.71668768711718,0.0,0.0,0.0,11.0,0.760322,-0.065396,-0.05055,0.251572,0.012119,-0.33074,-0.297786,0.015232,2.04563,0.287248,0.199578,0.042161,0.026119,0.141164,0.001316,-0.084163,-0.084163,-0.034328,-0.335636,-0.660855,-0.360019,0.019608,928341.0,2606868.0,1163871.0,1759309.2,1394052.0,0.291340029491328,0.493077516774919,0.213767677002005,0.339558250012244,0.446673213784002,0.393451544206278,6.55627798417729,27.1220476965744,33.6783256807517,11.4429945577514,82.6363030031542,25.6593272665218,30.0073881815497,7801.92092720293,68.7676670623444,702830.286422729,3619.63223212681,48113,48113013717
